,City,Country,Lat,Lng,Current Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
285,Ribeira Grande,PT,37.8225227,-25.5194914,64.74,88,75,14.97
286,Ahuimanu,US,21.4406125,-157.8321451624266,73.85,82,100,9.22
287,Koumra,TD,8.9189081,17.5478111,87.84,42,100,5.41
288,Athmallik,IN,20.7218533,84.5347509,86.41,32,6,4.43
289,Diveyevo,RU,55.041687,43.245518,43.27,91,100,7.74
290,Tuatapere,NZ,-46.1323096,167.6907627,44.2,93,45,3.87
291,Timmins,CA,48.477473,-81.330414,31.78,40,0,10.36
292,Bethel,US,60.7922222,-161.7558333,35.94,80,0,4.61
293,Mehamn,NO,71.0349713,27.8517178,24.55,68,100,29.04
294,Kavieng,PG,-2.573474,150.795224,83.19,74,22,15.48
295,Duliby,UA,49.454861,24.372175,49.82,75,100,7.54
296,Nipawin,CA,53.362846,-104.017181,42.84,52,0,14.97
297,Attawapiskat,CA,52.9244075,-82.4270112,35.6,32,0,8.05
298,Bucerias,MX,20.755567,-105.3343276,87.17,45,0,9.35
299,Port Vila,VU,-17.7414972,168.3150163,75.02,83,75,9.22
300,Ya'an,CN,29.985931,103.0087944,62.4,97,100,7.67
301,Lagoa,PT,37.13258125,-8.45505094811731,64.67,59,22,14.29
302,Paita,PE,-5.0910296,-81.1061383,74.05,71,12,16.4
303,Adelaide,AU,-34.9281805,138.5999312,65.17,73,0,10.36
304,Vestmanna,FO,62.156,-7.166,45.64,87,100,4.61
305,Luang Namtha,LA,21.0072205,101.4076361,73.71,59,9,0.89
306,Catuday,PH,16.2787105,119.8031038,80.83,76,23,9.75
307,Mahaicony,GY,6.572739,-57.806357,85.98,67,100,6.69
308,Shihezi City,CN,44.3017013,86.0775574,56.48,44,99,4.79
309,Myeik Township,MM,12.4319552,98.5955711,82.17,79,16,1.32
310,Griffith,AU,-34.2870772,146.0551022,62.62,100,100,8.05
311,Avarua,CK,-21.2074736,-159.7708145,80.58,89,17,4.61
312,Hasaki,JP,35.7529706,140.8201321,59.4,57,100,24.18
313,Pokhara,NP,28.209538,83.991402,75.04,32,0,6.82
314,Orlik,RU,52.5127688,99.8271705,27.43,91,100,2.57
315,Muswellbrook Shire Council,AU,-32.4881159,150.51640804866668,57.72,97,75,0.51
316,Nizhneyansk,RU,71.440445,136.130646,-2.33,100,100,1.88
317,Coyhaique,CL,-45.5711804,-72.0684863,41.25,60,40,5.75
318,Faya,TD,8.0748388,16.0806637,83.98,50,100,4.63
319,Linjiang City,CN,41.8092486,126.9128334,37.11,52,80,2.26
320,Abu Dhabi,AE,24.4538352,54.3774014,83.64,63,0,5.75
321,Broome,AU,-17.9566909,122.2240181,71.49,94,19,0.0
322,Eyl,SO,7.9806632,49.8187816,82.74,75,89,10.38
323,Ancud,CL,-41.8682162,-73.8287225,50.32,65,41,20.24
324,Cockburn Town,TC,21.4607723,-71.1399956,78.76,53,40,9.22
325,Cassilândia,BR,-19.1128242,-51.7345354,90.64,29,57,10.0
326,Boysun,UZ,38.2040894,67.2033601,68.76,37,79,5.21
327,Impfondo,CG,1.6187416,18.0623499,71.33,85,85,1.72
328,Dongsheng,CN,39.822062,109.9576815,39.31,78,76,5.5
329,Cerro Punta,PA,8.8511074,-82.5737572,62.13,88,100,0.98
330,Río Gallegos,AR,-51.64607595,-69.26322885452636,44.67,61,40,21.85
331,Lorengau,PG,-2.0329567,147.2789185,82.78,77,97,10.98
332,Lermontovka,RU,47.1487377,134.3404483,31.75,81,0,3.62
333,Waipawa,NZ,-39.9411333,176.591342,43.88,95,18,2.86
334,Dudinka,RU,69.406067,86.175072,29.66,96,100,27.18
335,Thompson,CA,55.743347,-97.863464,42.98,28,0,10.36
336,Galle,LK,6.0328139,80.214955,81.48,81,23,6.08
337,Rani,IN,25.3478156,73.308225,87.62,16,0,7.58
338,Deoband,IN,29.6934924,77.6779885,84.11,15,0,3.71
339,Bam,IR,29.1059864,58.3565663,76.41,34,5,4.23
340,Lhasa,CN,29.6553895,91.1704736,45.34,51,100,2.44
341,Airai,PW,7.3599342,134.5601154,81.18,82,98,16.69
342,Fortuna,US,40.597407,-124.156034,55.78,64,75,12.66
343,Marfino,RU,56.0718871,37.561354,41.05,70,0,8.95
344,Barra da Estiva,BR,-13.6269662,-41.3278287,71.69,70,92,9.64
345,Marcona,PE,-15.2155331,-75.08303444567473,66.92,64,100,17.25
346,Sātaua,WS,-13.5175919,-172.6929859,82.78,74,100,15.61
347,Dalhousie,CA,48.0634448,-66.369555,44.89,81,100,4.61
348,Xining,CN,36.617331,101.7761976,39.72,78,15,2.42
349,São João da Barra,BR,-21.6348588,-41.0487079,86.11,76,14,12.06
350,Riacho de Santana,BR,-13.6100985,-42.9355254,84.58,42,29,12.39
351,Lavrentiya,RU,65.5837793,-171.0058116,18.43,91,51,3.98
352,Komsomolskiy,RU,43.98266,46.6950001,58.87,55,22,11.1
353,Clonmel,IE,52.355,-7.703889,52.88,85,100,3.98
354,Moose Factory,CA,51.2602173,-80.6032819,30.18,34,0,11.5
355,Ostrovnoy,RU,68.0544447,39.5129384,13.64,83,40,13.31
356,Kumluca,TR,36.3657472,30.2875296,66.69,66,14,3.24
357,Port Elizabeth,ZA,-33.9617051,25.6207519,62.71,88,0,10.36
358,Iralaya,HN,15.0027763,-83.2258873,83.71,64,85,10.74
359,Geraldton,AU,-28.77035,114.6147159,59.16,88,75,5.75
360,Longfeng District,CN,46.5675495,125.1377353,41.34,31,31,5.79
361,Padang,ID,-0.9247587,100.3632561,78.28,90,88,1.95
362,Örnsköldsvik,SE,63.2888613,18.7160209,36.73,48,26,6.91
363,Miri,MY,4.392739,113.9880255,75.31,94,40,2.3
364,Lokosovo,RU,61.131844,74.839607,45.32,99,100,9.4
365,Tete,MZ,-16.160511,33.587096,73.04,78,75,9.22
366,Kamyshlov,RU,56.846161,62.712154,57.02,76,82,12.57
367,Ewa Beach,US,21.315603,-158.008804,74.61,74,75,9.22
368,Buenos Aires,CR,9.1719782,-83.3321604,81.55,84,100,2.82
369,Февральск,RU,52.45705,130.852829,26.19,64,0,4.27
370,Samusu,WS,-13.9974088,-171.4288872,81.88,77,100,16.17
371,Hambantota,LK,6.1249126,81.1242563,82.08,79,46,4.9
372,Todos Santos,MX,23.450067,-110.225374,74.93,45,0,8.19
373,Kailua,US,21.393623,-157.743759,73.83,85,100,9.22
374,Tcholliré,CM,8.4033303,14.167524,75.79,81,100,6.38
375,Doha,KW,29.315494,47.81752162305778,81.75,43,3,0.0
376,Podgornoye,RU,43.578323,45.445011,68.99,61,100,7.78
377,Tagusao,PH,9.1619488,117.8270162,77.59,89,100,3.51
378,Lubá,GQ,3.459841,8.5544476,76.26,90,99,6.35
379,Ballina,AU,-28.86574,153.5659468,61.95,96,75,0.0
380,Sabang,ID,5.8927453,95.3225751,83.37,73,44,2.24
381,Abha,SA,18.2164282,42.5043596,62.85,68,0,8.05
382,Timbuktu,ML,16.7719091,-3.0087272,89.44,15,0,9.31
383,Cartagena del Chairá,CO,1.3345179,-74.8414067,79.3,85,100,1.95
384,Taraz,KZ,42.9015945,71.3769302,52.18,82,0,6.71
385,Tomé-Açu,BR,-2.4166306,-48.1522907,80.28,94,100,2.21
386,Mahebourg,MU,-20.4111041,57.7060616,73.78,88,20,3.44
387,Preeceville,CA,51.9542182,-102.668152,34.12,82,100,15.41
388,Soyo,AO,-6.1333775,12.3717566,78.84,88,82,6.17
389,Juan Lacaze,UY,-34.434266,-57.4380432,66.27,48,0,4.72
390,Smirnykh,RU,49.7423531,142.8320066,28.85,82,100,30.29
391,Bad Doberan,DE,54.105858,11.9026057,48.22,84,11,4.36
392,Port Hardy,CA,50.7244402,-127.4976081,45.82,76,75,10.36
393,Sola (Sol),VU,-13.87483,167.549744,81.25,78,100,15.48
394,Takanosu,JP,36.0915966,139.2849362,59.67,63,100,4.81
395,Kenai,US,60.5544444,-151.258333,44.65,59,0,4.61
396,Pochutla,MX,15.7431834,-96.4660973,92.82,45,6,11.01
397,Sale'aula,WS,-13.4518478,-172.3318889,81.81,79,81,16.08
398,Alindao,CF,5.0421303,21.2109342,71.35,87,66,3.42
399,Pizarro,CO,4.9537522,-77.366788,83.25,73,34,8.48
400,Atar,MR,20.5181943,-13.0543928,85.33,12,0,9.86
401,Shakawe,BW,-18.363276,21.839848,73.17,45,85,2.26
402,Busselton,AU,-33.644499,115.3488754,59.68,79,72,12.75
403,St. Anthony,CA,51.3653968,-55.5919335,33.91,97,100,4.34
404,Trabzon,TR,41.0062202,39.7257547,58.62,77,0,4.61
405,Eureka,US,40.8020712,-124.1636729,55.76,69,100,8.99
406,Juneau,US,58.3019496,-134.419734,39.87,95,100,9.22
407,Constitucion,MX,23.9911739,-104.6749252,81.14,15,0,8.01
408,Saskylakh,RU,71.9649533,114.0939433,-4.04,100,98,2.51
409,Tuktoyaktuk,CA,69.4465095,-133.0340333538775,6.8,85,100,4.61
410,Prince Rupert,CA,54.3126572,-130.32549,44.44,76,100,2.3
411,Presidencia Roque Sáenz Peña,AR,-26.78057365,-60.45351147010359,96.12,35,100,7.96
412,Lazaro Cardenas,MX,15.1736223,-92.552146,93.4,47,28,8.37
413,Dauphin,CA,51.153509,-100.04425,37.54,60,0,14.97
414,Tashtyp,RU,52.79586,89.891724,38.28,77,11,2.95
415,Borama,SO,9.9386691,43.184119,70.72,66,60,6.22
416,Húsavík,IS,66.0433168,-17.3410402,39.11,80,99,4.32
417,Hailey,US,43.519629,-114.315325,53.89,72,100,7.43
418,Evanston,US,42.0447388,-87.6930459,38.8,63,20,13.8
419,Beloha,MG,-25.173872,45.061465,67.95,67,24,8.19
420,Mersing,MY,2.4298532,103.835494,78.67,94,20,3.44
421,Ahipara,NZ,-35.1664105,173.1562074,61.02,68,88,5.21
422,Xichang,CN,27.8983767,102.2627884,61.59,57,8,2.1
423,Tatvan,TR,38.4931961,42.2878112,52.14,82,55,3.13
424,Sindi,IN,20.6680445,78.2281199,95.81,13,51,5.88
425,Abay,KZ,43.211494,76.761475,46.8,66,30,3.24
426,Myitkyina Township,MM,25.3833313,97.3999925,75.25,45,7,1.79
427,Roebourne,AU,-20.7723709,117.145828,77.05,63,93,7.78
428,Pustoshka,RU,56.3350632,29.3684565,32.56,67,59,5.59
429,Bauchi,NG,10.3168749,9.8410189,84.94,29,70,2.64
430,City of Mount Gambier,AU,-37.8246698,140.7820067624113,59.2,94,100,8.05
431,Pachino,IT,36.7152093,15.0914773,61.32,64,100,9.15
432,Willowmore,ZA,-33.29533,23.488296,56.95,29,5,3.15
433,Alizai,PK,33.5367802,70.3444684,79.93,24,11,5.12
434,Yarada,IN,17.6594956,83.2759809,86.23,79,40,4.61
435,Inhambane,MZ,-23.865961,35.384363,69.01,82,40,9.22
436,Ushuaia,AR,-54.806115899999995,-68.3184972880496,37.09,81,75,10.36
437,Naliya,IN,23.2589441,68.82971359893139,81.12,77,0,8.16
438,Rodrigues Alves,BR,-7.7380283,-72.6509379,89.8,57,100,2.21
439,Tres Arroyos,AR,-38.3770014,-60.2755685,63.36,26,2,10.33
440,Sarakhs,IR,36.5399097,61.1564431,78.24,26,100,7.65
441,Skellefteå,SE,64.7520185,20.959339,34.18,51,0,3.44
442,Torbay,CA,47.6576953,-52.726986,42.24,82,75,5.75
443,Esperance,AU,-33.858228,121.8931606,56.91,88,99,11.41
444,Clyde River,CA,46.2238705,-63.2571596,45.19,91,100,6.91
445,Burdur,TR,37.7248394,30.2887286,59.88,59,75,10.36
446,Srednekolymsk,RU,67.455497,153.7071456,12.76,96,100,3.06
447,Sumbe,AO,-11.2019365,13.8396845,77.14,88,62,4.21
448,Kinwat,IN,19.6211721,78.2003138,93.65,15,10,2.91
449,Rabo de Peixe,PT,37.794324,-25.583300613044948,63.68,88,75,14.97
450,Hata,IN,26.82890575,83.66789800572718,85.87,11,0,1.88
451,Saldanha,ZA,-32.9977778,17.9455556,61.07,76,6,14.32
452,Villaviciosa,ES,43.4813318,-5.4334618,58.12,88,100,2.28
453,Gorom-Gorom,BF,14.4457119,-0.2351867,92.64,15,51,2.82
454,Kostanay,KZ,53.2146604,63.632607,61.57,54,49,9.19
455,Acaraú,BR,-2.8869514,-40.1194713,81.93,80,91,12.95
456,Minas,UY,-34.3773987,-55.2382144,64.51,67,1,11.12
457,Langsa,ID,4.4730892,97.9681841,76.3,97,98,3.02
458,Isangel,VU,-19.5410863,169.2810885,74.43,78,100,8.05
459,Kodiak,US,57.79,-152.4072222,45.91,61,0,4.61
460,Ponta do Sol,PT,32.681067,-17.104073,65.07,74,14,3.38
461,Port Moresby,PG,-9.4743301,147.1599504,74.35,100,40,5.75
462,Pingliang,CN,35.5432,106.6608107,44.82,79,100,5.3
463,Gurbănești,RO,44.3680594,26.670734739219014,66.18,66,10,9.8
464,Manakara,MG,-22.1453242,48.0081397,75.02,76,78,18.59
465,Vidim,RU,56.40934,103.108955,21.69,97,8,1.95
466,Olinda,BR,-7.9986401,-34.8459552,86.02,70,40,11.5
467,Mandurah,AU,-32.5302495,115.7208782,62.98,62,7,14.07
468,Lishan District,CN,41.1452706,123.0206182,50.43,18,100,2.64
469,Rehlingen-Siersburg,DE,49.3671651,6.6792048,56.07,73,3,5.32
470,Omboué,GA,-1.5726966,9.2653029,76.91,87,100,3.13
471,Tecoanapa,MX,16.9875,-99.258889,98.24,23,0,12.21
472,Sioux Lookout,CA,50.11345465,-92.19624322619077,35.85,81,9,3.36
473,Touros,BR,-5.1998625,-35.4595051,83.1,73,100,12.08
474,Rawson,AR,-43.2991348,-65.1056655,47.07,50,100,7.96
475,Shimoda,JP,34.679545,138.945379,60.98,83,100,18.68
476,Águilas,ES,37.4099628,-1.5804922,58.66,85,100,0.85
477,Miracema do Tocantins,BR,-9.5617939,-48.3966536,88.34,51,24,2.91
478,Sovetskiy,RU,61.362099,63.57354,41.05,98,100,3.58
479,Severo-Kurilsk,RU,50.6683048,156.1154399,33.31,89,38,12.91
480,Atambua,ID,-9.1059581,124.888064,72.21,89,31,1.83
481,Ust-Kuyga,RU,70.00177,135.549835,-1.66,99,100,4.76
482,Biak Kota,ID,-1.1836086,136.0816321,79.12,85,100,6.17
483,Katsuura,JP,35.1521846,140.3207449,58.73,73,100,28.03
484,Dwarka,IN,22.2471009,68.9742446,82.56,75,0,9.4
485,New Norfolk,AU,-42.7801998,147.0615332,56.39,88,100,0.83
486,Ponta do Sol,CV,17.2013338,-25.0910546,74.98,74,5,14.83
487,Alofi,NU,-19.0534159,-169.919199,75.7,88,70,10.36
488,Port Shepstone,ZA,-30.742778,30.450556,62.47,84,12,7.96
489,Alacranes,CU,22.7686468,-81.5686175,92.14,29,100,11.25
490,Port Lincoln,AU,-34.7211905,135.8592218,68.85,54,99,13.65
491,Guider,CM,9.9302531,13.9467554,88.77,43,100,8.01
492,Montes Claros,BR,-16.7273538,-43.8717676,86.27,32,0,9.22
493,Lanxi,CN,29.2117769,119.455345,61.66,86,100,4.14
494,Upernavik,GL,72.7847392,-56.1469625,34.83,75,100,4.45
495,Port Macquarie,AU,-31.4299499,152.9103525,60.64,94,75,0.0
496,Mattru,SL,7.6244395,-11.8332117,79.92,80,100,5.93
497,Ambon,ID,-3.6959434,128.178785,77.14,100,40,3.44
498,Ngukurr,AU,-14.7341439,134.7323402,77.77,71,54,3.29
499,Mitsamiouli,KM,-11.3888547,43.2930126,81.16,79,66,12.8
500,Nabire,ID,-3.3596317,135.5049831,75.15,92,94,3.51
501,Corinto (Municipio),NI,12.4816978,-87.1742553,92.17,55,40,6.91
502,Kolondieba,ML,11.0885197,-6.8934164,94.75,24,94,2.01
503,Nakamura,JP,35.48219,137.7944133,53.98,100,100,1.99
504,Moosomin,CA,50.1443787,-101.6690594,31.41,85,100,13.85
505,Zolotinka,RU,56.1838565,124.8658695,10.04,84,64,4.92
506,Town of St. George,BM,32.382103,-64.677208,69.58,60,20,10.36
507,Kaputa,ZM,-8.4722698,29.6637289,70.03,85,57,1.66
508,Samarai,PG,-10.6106054,150.6619362,80.83,80,100,4.81
509,Utqiaġvik,US,71.2905556,-156.788611,5.02,85,100,14.97
510,Cáceres,ES,39.4745175,-6.3716761,57.9,62,78,11.27
511,Tucuruí,BR,-3.7738509,-49.6708204,83.57,78,99,2.82
512,Port Alfred,ZA,-33.5981844,26.8914772,60.06,88,0,1.01
513,Bathsheba,BB,13.2129361,-59.5227245,79.2,89,75,11.5
514,Codrington,AG,17.640463,-61.8255199,76.28,65,100,13.67
515,Camana,PE,-11.9873096,-73.1217654,85.84,57,100,3.36
516,Tungor,RU,53.3889108,142.9543794,25.25,92,100,30.44
517,Camacha,PT,32.679439,-16.8448679,57.22,74,40,14.97
518,Carnarvon,ZA,-30.967778,22.133333,57.45,27,0,7.4
519,nushki,PK,29.550001,66.0166996,83.19,14,59,2.84
520,Havøysund,NO,70.9962623,24.6606854,26.83,62,100,30.11
521,Tiksi,RU,71.636604,128.868546,-3.32,100,100,3.62
522,Médéa,DZ,36.265344,2.766957,52.03,94,100,5.73
523,Steamboat Springs,US,40.4848003,-106.8317359,65.43,15,0,10.36
524,Punta Arenas,CL,-53.1625688,-70.907822,42.71,45,20,21.85
525,Gisborne,NZ,-38.661326,178.0206487,56.25,77,100,6.71
526,Victoria,SC,-4.6232085,55.452359,84.18,74,20,2.3
527,Alice Springs,AU,-23.6983884,133.8812885,71.15,40,5,9.22
528,Lakhipur,IN,26.0344991,90.3017871,74.73,88,1,8.52
529,Valley City,US,46.923313,-98.003155,41.52,56,0,19.57
530,Kudahuvadhoo,MV,2.6712087,72.8938459,84.29,73,100,6.11
531,Macaúbas,BR,-13.0174846,-42.6882221,86.54,37,42,11.1
532,Serra,BR,-20.1252961,-40.3064477,85.35,51,20,13.8
533,Bulgan,MN,46.0940671,91.5525913,43.2,43,0,9.15
534,Castro,CL,-42.482375,-73.7642918,52.0,67,40,8.05
535,Cabo San Lucas,MX,22.8938884,-109.9200604,85.41,45,0,12.19
536,Pevek,RU,69.7028171,170.2746851,31.03,75,100,17.18
537,Kalisz,PL,51.74736505,18.079590087700034,47.26,64,25,2.68
538,Nome,US,64.5011111,-165.4063889,30.27,85,0,0.0
539,Metapán,SV,14.332178,-89.4481035,85.96,31,35,5.12
540,Lebu,CL,-37.6099644,-73.6559477,55.02,63,34,10.07
541,Port Blair,IN,11.6645348,92.7390448,81.82,89,40,2.3
542,Lewisporte,CA,49.246293,-55.059357,54.52,58,100,3.51
543,Abu Jibeha,SD,11.4646721,31.2339838,93.15,15,55,4.88
544,Tiznit,MA,29.698624,-9.7312815,62.73,76,3,7.49
545,Laguna,BR,-28.483118,-48.7811993,77.99,76,0,20.6
546,Pisco,PE,-13.7099813,-76.2029793,67.89,83,20,10.36
547,Vila Franca do Campo,PT,37.7171624,-25.4335352,64.81,90,99,17.16
548,Anadyr,RU,64.7316875,177.5060925,27.37,92,75,15.66
549,Jumla,NP,29.276848,82.1822622,52.97,49,0,4.43
550,Olímpia,BR,-20.736634,-48.910625,88.03,35,47,8.23
551,Lar,IR,27.6619203,54.3229561,76.91,27,0,0.0
552,Haimen,CN,31.8729183,121.1771295,57.99,71,33,8.3
553,Ghanzi,BW,-21.6989682,21.6452408,72.1,32,43,8.95
554,Chanthaburi,TH,12.6089225,102.1119839,80.94,83,5,2.57
555,Escuinapa,MX,22.8337989,-105.778322,90.77,35,0,9.66
556,Provideniya,RU,64.4238198,-173.2275013,26.24,86,82,6.35
557,Axim,GH,4.865362,-2.242169,81.09,81,100,9.48
558,Görele,TR,41.0335207,38.998624,55.83,83,96,6.4
559,Puerto Ayora,EC,-0.7471674,-90.3134198,79.41,75,29,8.21
560,Tateyama,JP,34.9965304,139.8699838,64.08,79,100,26.64
561,Zabaykalsk,RU,49.644653,117.329025,32.4,32,14,3.74
562,Shahrud,IR,36.4195026,54.9649915,62.67,56,22,2.21
563,Termoli,IT,41.9983273,14.9939366,60.87,83,98,8.61
564,College,US,31.8570184,-102.3782554,75.27,49,0,17.27
565,Kahului,US,20.8894101,-156.4727118,75.02,76,40,5.99
566,Burns Lake,CA,54.230269,-125.7645032,44.62,42,86,4.54
567,Khandbari,NP,27.3666794,87.20679989776897,70.39,55,4,4.5
568,Sarandi,BR,-27.942,-52.923085,81.7,65,24,12.48
